name,tag_a,tag_b,tag_c,byname,belonging,population,girls_population,mailaddress,twitter,instagram,youtube,other_account,homepage,area,clubroom,action_day,minimum_day,need_tool,action,action_career,festival,festival_doing,intercollegiate,intercollegiate_group,notkeio_people,notkeio_girls,affiliated_schools,sponsor,april,may,june,july,august,september,october,november,december,january,february,march,one_word,money,nomikai_frequency,nomikai_intensity,couple,handsome_beauty,honest,serious,past_questions,find_work,introduction,top_img,pic_1,pic_2,pic_3,pic_4,pic_5,pic_6,pic_7,pic_8,pic_9,pic_10,mov_1,mov_2
医学部体育会空手部,スポーツ,空手,医学部体育会,医学部空手部,医学部体育会,30,13,keiomedkarate@gmail.com,keiomed_karate,,,,https://keiomedkarate.ninpou.jp/,信濃町キャンパス内空手道場,信濃町キャンパス内部室棟,月・水・金,週3回,道着、防具,道場での練習,2014〜2016年東医体総合優勝,参加しなかった。,,×,,0,0,,,勧誘期,新歓合宿、地区大会など,春関東大会、進級昇段審査,,東医体、旅行、大会後OFF,進級昇段審査,地区大会、秋関東大会,,納会、テスト前OFF,寒稽古,テスト前OFF,旅行、追いコン,初心者大歓迎！兼部バイトもちろんOK！アツイ仲間募集中！,0,2,2,3,3,3,3,4,OBの先生方との繋がりが強いです。,"はじめまして！
 医学部体育会空手部と申します！
 私たちはメリハリのある活動をモットーに、週3回2時間、信濃町キャンパスで練習しています！
 バイト、兼サーもちろんOK！テスト勉強もばっちりこなせます！
 医学部生はもちろん、看護学部、薬学部の部員も大募集中！
 私たちと一緒に東日本No.1を目指しましょう！",https://drive.google.com/uc?export=view&id=1kPzU4UqvNs87MfdtR8YI97L36Uec1uQf,https://drive.google.com/uc?export=view&id=1udex5DxiYGBSndA08StqEsmlxt527nFf,https://drive.google.com/uc?export=view&id=1ZuSFT8qqs-8mik7MzmnixkblRNVLGBbP,https://drive.google.com/uc?export=view&id=1uNLXvoMloJ9hk5-AWzdTqnoot6BDZv5q,https://drive.google.com/uc?export=view&id=1eqg32hsnuhf2drgBozi1viYE8zdu73eA,https://drive.google.com/uc?export=view&id=1ovhtu-7aMRqMuiap8BI98aXUKXUDCja2,https://drive.google.com/uc?export=view&id=1oaKNrTfgiz5JST5XeBcyACDeHWnlGCrA,https://drive.google.com/uc?export=view&id=1MDKIWqzldovunKdxfZpTrVQRTvhkeyn9,https://drive.google.com/uc?export=view&id=1ROTpdY5O4l5e1E9ncQmMjbCcRAZ6drPY,https://drive.google.com/uc?export=view&id=1qu71tdLAbuKSOawIplMcf2K-p_u5Auiq,https://drive.google.com/uc?export=view&id=168WmU7Rp_iB9h6Or2x1Q4hXxLlHPGfy5,,
ローバースカウト,スポーツ,アウトドア,独立団体,慶應ローバー,独立団体,27,6,なし,keiorover,keiorover,,,http://keiorover.org/,日吉キャンパス、その他関東圏内を中心に各地でアウトドア・ボランティア活動、海外プロジェクトへの参加者あり(モンゴル・ネパール),,不定期(月1回の会議＋不定期の活動)※参加必須ではありません,なし,楽しむ心！※数に限りはありますがキャンプ用具などの貸出も行っています,キャンプ・ハイキング・登山などのアウトドア活動、ボーイスカウト連盟主催のボランティア活動への参加、海外プロジェクトへの参加(ネパール・モンゴルでのプロジェクトが進行中),Nepal-Japan Scout Project参加、Mongolia Project参加、第17回日本スカウトジャンボリー参加、明治神宮初詣奉仕参加,参加しなかった。,,×,,0,0,提携ではないが早稲田大学・上智大学をはじめ他大学のローバースカウトとの交流あり,,新歓イベント(食事会・登山・ハイキングなど),新歓キャンプ,ナイトハイク・三田会総会,夏季キャンプ準備,夏季キャンプ①・モンゴルプロジェクト本渡航・ネパールプロジェクト夏渡航,夏季キャンプ②,早慶上智合同キャンプ,100kmハイキング参加,団望年会,明治神宮初詣奉仕・春季キャンプ準備,ネパールプロジェクト本渡航(※2019年度は新型肺炎流行の影響で中止),春季キャンプ・関東ローバーの集い参加・追い出しコンパ(※上記理由により中止),アウトドア・ボランティア・海外プロジェクト興味ある方は是非！,5000,2,3,2,3,4,2,2,今年度で64期となる歴史の深いサークルで、スカウト三田会を通じてOB・OGの方々との関わりが多いです。また、「スカウトと社会をつなぐ場所」をはじめとしたボーイスカウト日本連盟主催のイベントに参加することもできます。,"ボーイスカウトってご存知ですか？
 キャンプやハイキングなどのアウトドア活動からボランティアや国際交流まで色々経験できるサークルです！その他にも早稲田や上智との合同のプログラムなど、幅広く自由に活動しています。ローバーの魅力はこの小さいスペースで語り切れないので、少しでも興味のある人は説明会に来てください！",https://drive.google.com/uc?export=view&id=1LIrQacvZ0mNJpy0Kzl_weMspDUHXxa3a,https://drive.google.com/uc?export=view&id=1Fyt3EK1HCrds7IzFkFIMgcT8euRG1Hhw,https://drive.google.com/uc?export=view&id=1xnxZwwa9MCZ8X4OranyC-9QP5hJIWhQd,https://drive.google.com/uc?export=view&id=1GP6fy-ZHZc4wmKhqtHkyAc_FQmU82py3,https://drive.google.com/uc?export=view&id=1BGvwjy24-SDPc7_JKIFKYazAtHh754vB,https://drive.google.com/uc?export=view&id=1bpQgTiB-ogjdMxomKXmr6kX96GnCa9MM,https://drive.google.com/uc?export=view&id=1gQ_l98z7QLUc1cECfNrLgHe7KPHy4YFS,https://drive.google.com/uc?export=view&id=1yzxrzcFkdcP9Ajf_OGXyTrrvUWe-g9Ie,https://drive.google.com/uc?export=view&id=1faab0W0JI8VqXUMkAssdWywQ7QVIzsX2,https://drive.google.com/uc?export=view&id=1bbZnlTy98o0RAcwfH0zIESg0CASjcDKD,https://drive.google.com/uc?export=view&id=18x6Rn-NbvbYxXHEr8qZZvLjy9gR6Fqm3,,
慶應義塾大学薬学部軽音楽部,,,独立団体,慶薬軽音,独立団体,34,13,なし,keiyakukeion,,,,,慶應義塾大学芝共立キャンパス,慶應義塾大学芝共立キャンパス 1号館地下1階,不定期,特になし,,好きなアーティストのコピーバンドや食事会、合宿など,,参加しなかった。,,×,,0,0,,,新歓ライブ,,1年生腕見せライブ,,合宿、合宿明けライブ,3年主催ライブ,,,2年主催ライブ,,,3年生引退ライブ,,,2,3,4,3,3,3,3,特になし,好きなアーティストの曲を練習し、サークル内のメンバーや他大学の知り合いとバンドを作り、ライブに向けて練習するのが主で合宿や食事会なども取り入れつつゆる〜く活動しています。ライブの数は年中あるので好きな時に出れます。経験者も未経験者も同じくらいいるので軽い気持ちで参加お待ちしてます！,,,,,,,,,,,,,
昭霊空手会,スポーツ,空手,独立団体,昭霊会,独立団体,33,7,なし,shoreikaratekai,,,,,日吉地区センター、中目黒マンション地下,塾生会館217号室,週3、月・土、+α,自由参加,道着、動きやすい服装,基本稽古、形、組手の練習,,参加した,屋台でベビーカステラ販売,×,,0,0,,,新歓オリエンテーション、港区大会,,合同稽古、前期総会,,,夏合宿、審査会,,演舞会、後期総会,連盟大会,,冬合宿、賀詞交換会,,松濤館流の空手サークルです。初心者も経験者も大歓迎です！,7500,2,2,2,3,4,2,2,OB、OGによる就活支援,初心者、経験者問わず大歓迎です！流派は松濤館流ですが他流派でやっていた人も大歓迎です！寸止め、防具を使用するため安全です。また兼サーや資格試験との両立も可能です。,https://drive.google.com/uc?export=view&id=1pyHJ_2GWSaCwUn9xpaoDvRdJERD1Azqd,https://drive.google.com/uc?export=view&id=1OASQaon_UuLWdBWbx-0e2Q_0orTJVqJq,https://drive.google.com/uc?export=view&id=1NK98mQZusSzg7wZORDygsFCwAm6yILqm,https://drive.google.com/uc?export=view&id=1rn2CG9QgmEh-N5qj4YxAVsSK96rGeYjs,https://drive.google.com/uc?export=view&id=1CEW5i6sFGmjdfly0qd-3ehMPVd37_DvZ,https://drive.google.com/uc?export=view&id=1FljKnNqVDUpTpAA-jO8n6pq6mvr3-9zl,,,,,,,
慶應Pen Club,文化系,文芸,文化団体連盟,Pen Club,文化団体連盟,61,25,不明,keiopenclub,,,,,部室、4校舎の教室,401L奥,不定期（月1前後）,特になし,紙と鉛筆,小説執筆、編集、創作,創立67年,参加した,部誌の販売（秋部誌と春・夏部誌）、性格診断,×,,0,0,,,新歓オリエンテーション、春部誌制作,春部誌合評会,読書会,特になし,夏部誌制作,夏季旅行,秋部誌制作,夏部誌合評会、三田祭,秋部誌合評会,特になし,追いコン,特になし,書いたり読んだりするオールジャンルOKの文芸サークルです。,1000,2,2,2,3,4,3,2,編集者になりたい場合強みになります。また文章力が上がります。,"物書きと読書好きが集まる文芸サークルです。活動はゆるく、部員が自然と部室に集まっては仲良く話しているようなコミュニティです。毎年3回部誌を書く機会があり、それぞれ部員が精力的に参加しています。合評会では部誌を読んだ上で感想や改善点などを話し合います。それぞれ参加は自由です。
 また、部室で昼ご飯を食べたり、ワークショップを開いてお題に沿った小説を書くなど、多様な方向で自由に活動しています。興味のある方はいつでもご連絡ください。",https://drive.google.com/uc?export=view&id=1XKGwDGrY0XrvrzCy0-We0IVPxmMCPyEh,https://drive.google.com/uc?export=view&id=1oIqBW24wlsx1XhatMuUExGTaYISTausk,https://drive.google.com/uc?export=view&id=1TWNN-i0F-75tK-4BnA8zmCu3c8klUNBB,https://drive.google.com/uc?export=view&id=1I-xkEEUohHkLzLxXlJXpTVRhAqFLHxHa,https://drive.google.com/uc?export=view&id=11mxe98Spak9tO5rJwngiRWysZM3R1-5I,https://drive.google.com/uc?export=view&id=1MdcJl0LuWhBFG2BpB9MDGkoGtoDiHs_a,https://drive.google.com/uc?export=view&id=1fdR5lE3ydL7A2oTliasSDSapeCoqO1ZR,https://drive.google.com/uc?export=view&id=1Osf7Tb36zjmxh9_zG8htRQRg1UHVsQPi,https://drive.google.com/uc?export=view&id=19tV6VsYR2D3CpvSeernVWNzKZWJStyqO,https://drive.google.com/uc?export=view&id=16N1q01PaymTP2w6OuBORJV-1IUQvYVcb,,,
バンドサークルLyrical,音楽,バンド,独立団体,リリカル,独立団体,150,60,ganbalyrical@gmail.com,keio_lyrical,ganbalyrical,,,https://keio-circle-lyrical.jimdofree.com/,日吉キャンパス食堂棟3階右奥たまり、渋谷等のスタジオ,,毎日(たまりで談笑)、月1回(ライブ),特になし,楽器(最初は無くても大丈夫です)、やる気,たまりで談笑、ライブ出演,,参加した,大ステージ・ミニステージでの演奏、教室でライブ,×,,0,0,,,新歓ライブ、試奏会、女子会、新歓合宿、春総会,企画ライブ,新入生ライブ,公式ライブ,夏合宿,コスプレライブ,企画ライブ,三田祭,企画ライブ,企画ライブ,冬合宿、公式ライブ,卒業ライブ、企画ライブ,アニソン・ボカロが好きなオタクはlyricalへGO!!!,10000,2,3,4,3,3,3,2,特になし,"アニソン・ボカロ・ゲーソンが好きなそこのあなた！バンドで演奏してみたいけど、バンドサークルがたくさんあってどこにしたらいいかわからない.....。そんなあなたにぴったりなのが、私たち｢バンドサークルLyrical｣です！月に1度行われているライブでは、演者も観客も一体になって盛り上がれて最高に楽しいです！！ライブごとにバンドを組むフリーバンド制なので、たくさんの人とバンドを組むことができます。経験者はもちろん、大学からバンドを始めたい人も大歓迎！
 普段はたまりでおしゃべりしたり、楽器の練習をしたりしています。ライブ前にはバンドメンバーとスタジオで練習をして、本番に臨みます。気になる方は食堂棟3階右奥のたまりに来て、Lyricalの雰囲気を感じてみてくださいねー！新歓や普段の活動の情報などを流しているので、Twitter (@keio_lyrical)やInstagram(ganbalyrical)も要チェック！",https://drive.google.com/uc?export=view&id=1Q1wloRIxqlTkwnFPI8xhc9FFSls1UPU_,https://drive.google.com/uc?export=view&id=1NeGBbyaLJY0ujrj3_oEDlgQ-wOEniBHo,https://drive.google.com/uc?export=view&id=1_Tb6jB6G8R9-l-9Cy276PlVmLJAA_iUI,https://drive.google.com/uc?export=view&id=1gEC04SLVQzGsE1f4KHGgV7S5rxicItl9,https://drive.google.com/uc?export=view&id=14fE3Vhgt_xcdjdyBMqpXg2biny8TdJIc,https://drive.google.com/uc?export=view&id=1ELtkDlvNtxL6pjRLIjWzEkUhoekifY9p,https://drive.google.com/uc?export=view&id=1G-6vQmtCaGpmNnqrQ3HarwzrDOnxn3cG,https://drive.google.com/uc?export=view&id=1yRQWLKJspUq52Obhz3osMyjjodwhCSlk,https://drive.google.com/uc?export=view&id=1eZJNDWP4pj2jhXNE6Qjr-FD31ARmm8_J,https://drive.google.com/uc?export=view&id=1lHxda8Bi0DvBucsdmbQN-_vFgsoIgxFc,https://drive.google.com/uc?export=view&id=1dgpW3mArc_0DCqV80SSHawfKyeen7S6Y,,
三四会排球部女子部,スポーツ,バレーボール,医学部体育会,医学部女子バレーボール部、医バレ、三四会バレーボール部,医学部体育会,12,12,keiomed.girlsvolley2020@gmail.com,keiovolley16,keiomed_girls_volley,,LineID 942qsjbg,,新宿区立四谷小学校、その他新宿区内公立小学校および施設体育館,信濃町キャンパス 第二校舎,火、木、土日のいずれか,全参加(ただし学業優先に応じる),ウェア、シューズ、やる気!!!,体育館での練習,2017年度 東日本医科学生総合体育大会優勝,参加しなかった。,,×,,0,0,,,新入生歓迎,GW合宿、春季医科リーグ,春季医歯薬リーグ,,東医体→夏オフ!!,秋練習開始,秋季医科リーグ,秋季医歯薬リーグ,新人戦→年末年始オフ!!,基礎練期間,基礎練期間,春オフ!!,初心者も経験者も大歓迎♡医女バレは全部員が活躍してます✨,0,2,2,2,3,5,3,4,医療系として体育会活動にコミットし続けたことや、コメディカルにチームワークを育んできたことは必ず評価されます。また、医学部体育会活動で培った体力や礼儀作法も重視されます。なにより優秀な先輩が多いので情報量含め医療系独特の就活にも強いです。,こんにちは、医学部女子バレーボール部です！私たちは日々、医療系大会優勝を目指しつつも、全員がバレーの面白さを体感できるよう練習に励んでいます。医学部生はもちろんのこと、一緒に看・薬部員も大活躍中✨!!週3の練習で他学部の友達もできます!!勉強は大変だけど運動もしたいアナタにピッタリ!!実は医体と言えども看薬も年5回大会に出られます(東医体は医学部のみ)。初心者経験者問わず大歓迎🌸経験豊富な上級生がしっかりサポート(バレー以外も)♡初心者始め(特に医学部)でもエースになれるくらい練習が充実💪経験なんて関係ない!みんな試合に出場できる!そしてレベルアップ間違いなし👍まずはぜひ見学に来てね、待ってます☺️!!,,,,,,,,,,,,,
慶應義塾大学体育会端艇部カヌー部門,,,体育会,カヌー部,体育会,34,6,なし,keio_canoe,keiocanoeteam,,,https://keiocanoe.wixsite.com/keio-canoe-team,戸田艇庫、日吉協生館ウエイトルーム、荒川,日吉部室棟,月曜・金曜午後以外(週6),全参加,ウェア、好奇心,荒川での乗艇練習、ウエイト、有酸素運動,インカレフォア3位、全日本女子1000m優勝、インカレジュニア部門200・500・ペア500m優勝、インカレ男子1000mA決勝進出、インカレ女子500mA決勝進出、インカレ男子200m4位、関カレ男子200m2位,参加しなかった。,,×,,0,0,,,通常練習,通常練習,通常練習,通常練習,関カレ・インカレ,全日本選手権・オフ,長距離選手権,ウエイト期間,ウエイト期間,ウエイト期間,通常練習,通常練習,,,2,3,3,4,5,5,4,"・OBの方が訪問して説明会を開いてくれる
 ・OBの方の手厚い支援
 ・総合商社や大手企業に多数輩出","・4年間本気で競技と向き合える
 ・合宿所で仲間と楽しい毎日が過ごせる
 ・上下のつながりが深い
 ・オンとオフのメリハリがある
 ・大学でしか味わえない独特な日常を過ごせる",,,,,,,,,,,,,
慶應義塾體育會自動車部,,,体育会,自動車部,体育会,16,1,koac2020@gmail.com,koac125,keio_automobile_official,,,http://keio-ac.net/,慶應義塾自動車部練習場(イタリア半島),練習場内,火、水、木、土、不定期で遠征,全参加,ツナギ、安全靴など (入部してから用意すれば大丈夫です),車を使用した競技の練習、車の整備、公道での運転練習,2019年度全日本学生自動車運転競技選手権大会 男子団体の部 優勝、2019年度 早慶対抗ジムカーナ定期戦 団体優勝,参加しなかった。,,×,,0,0,なし,,新歓オリエンテーション、通常活動,全関東学生ジムカーナ選手権大会、通常活動,全関東学生ダートトライアル選手権大会、通常活動,通常活動,全日本学生ダートトライアル選手権大会、全日本学生ジムカーナ選手権大会、通常活動,夏合宿、通常活動,関東学生軽自動車5時間耐久レース、通常活動,全日本学生自動車運転競技選手権大会、五大学対抗フィギュア定期戦、通常活動,早慶対抗ジムカーナ定期戦、通常活動,,関東学生ジムカーナ新人戦、通常活動,全関東学生自動車運転競技選手権大会、通常活動,,,2,2,2,3,3,5,3,特になし,私たち慶應義塾体育会自動車部は1933年に創部し、1952年に体育会に加入した伝統ある自動車部です。 大学入学後に始めても、努力次第で選手になれるばかりか、全日本選手権での優勝を目指す事も出来ます。免許が無くても、自分の車を持っていなくても構いません。入部後に免許取得の練習をする事が出来ますし、練習は全て自動車部所有の車で行います。練習では先輩部員から運転を教えてもらうだけに留まらず、監督コーチやプロレーサーからの運転指導を仰ぐ練習会もあります。さあ、一緒に日本一になりましょう！,,,,,,,,,,,,,
慶應義塾體育會ハンドボール部,スポーツ,ハンドボール,体育会,,体育会,34,5,なし,keio_hand,keio＿handball,,,http://www.keio-handball.com/,日吉キャンパス蝮谷体育館,蝮谷体育館の近く,週6日、月火木金土日,全参加,体育館シューズ、ウェア,体育館での練習,秋季関東学生ハンドボール2部リーグ 3位,参加しなかった。,,×,,0,0,,,リーグ戦,リーグ戦,通常練習,テストオフ、通常練習,通常練習,秋リーグ、通常練習,秋リーグ、通常練習,早慶戦,通常練習,オフ,通常練習,通常練習、合宿,本気でハンドボールに打ち込みたい人、練習きてください！,60000,2,2,5,4,4,5,4,強い,"ハンドボール部は、35年ぶりの早慶戦勝利、一部昇格、インカレ出場の3つを目標に目指しています。
 現在、私たちは34名の部員とともに、週6回(水曜オフ)、日吉のマムシだに体育館にて練習に取り組んでいます。
 入部に制限はなく、初心者から始めたものもいれば、インハイを経験した選手までレギュラーの中にはいます。様々なレベルの人たちがいる中で、全員が一部昇格に対して、当事者意識を持って、主体的に取り組んでいます。
 リーグ戦では、全国から選手を集めた大学に対して、勝利を収めることができ、昨季のリーグ戦では、3位になることができました。
 日々挑戦を続けて、一緒に一部昇格、早慶戦勝利、インカレ出場を果たしましょう！",https://drive.google.com/uc?export=view&id=1UpydByvBzm6KgBtO8nEuJnEGbEPaMJbU,https://drive.google.com/uc?export=view&id=1TOmhu-QQQGu9fzIRobzxEcESsqzWxzBH,https://drive.google.com/uc?export=view&id=1HcoM6EB_IqhwtcfxSLAwKu4r1tUniyzj,https://drive.google.com/uc?export=view&id=1Vl0m_M3VDbeCV1oouy2nxMS8l02SPS3a,https://drive.google.com/uc?export=view&id=1wXi1lzo02CwuEBTMTlVSGJOzJ8isWV1_,https://drive.google.com/uc?export=view&id=1-rcgB8RgyJKaaXtITFSelxJCA_lnnKqz,,,,,,,
慶應義塾ワグネル ・ソサィエティー女声合唱団,,,文化団体連盟,モル、ワグネル女声、ワグじょ,文化団体連盟,18,18,なし,Moll_Wagner / mollorien2020,moll_wagner,,,http://www.wagner-society.org/female/,碑文谷幼稚園（学芸大学駅最寄り）,日吉塾生会館205号室,月、水、金,規定はありませんが、演奏会前は出来るだけ出席してほしいです！,歌いたいという気待ち♡,発声、学生練習、先生練習,慶應義塾関連イベントでのカレッジソング演奏(大学・大学院入学式、名誉博士号授与式等)、TBS日曜劇場「下町ロケット ゴースト」テーマ曲のコーラス演奏、箱根恵明学園での訪問演奏など,参加しなかった。,,×,,0,0,ワグネル ・ソサィエティー男声合唱団、 ワグネル ・ソサィエティーオーケストラ、早稲田大学グリークラブ、聖心女子大学グリークラブ、立教大学グリークラブ、共立女子大学合唱団、日本女子大学合唱団など多数,ワグネル ・ソサィエティーOG合唱団、ワグネル ・ソサィエティーOB合唱団,入学式演奏、新歓、スプリングコンサート、四大学女声合唱団連盟コンサート,名誉博士称号授与式演奏,通常練習,試験期間のため練習お休み,強化練習、夏合宿,男声女声合同サマーコンサート、大学・大学院9月学位授与式演奏、箱根恵明学園訪問演奏、,通常練習,通常練習,定期演奏会、忘年会,新年会、試験期間のため練習お休み,春合宿、強化練習,強化練習、追いコン,,,2,2,1,5,4,4,3,女声だけで70年、ワグネル全体では120年という歴史があるためOB・OGさんとの深い関わりがあります。ネームバリューの高いサークルですので、就活には強いです！また、役職等に関わらず活動実績がしっかりしているのでESも書きやすいです！,"学指揮からのメッセージ
 
 新入生の皆さん、ご入学おめでとうございます。そして、数あるサークルの中から、モルを見つけてくれてありがとうございます。
 モル歴の長いおばばが、モルの魅力をPRしていこうと思います♡
 
 ①もはや女子校
 どんなに真面目そうに見えるサークルも、実情は男女関係がドロドロしがち！（失礼）
 モルは女性だけなのでそんな心配とは無縁な4年間を送ることができます。平穏な拠点は１つ持っておくと便利。
 
 ②自分が主役！
 合唱は全員が主役です。意外とこれが一番大事かもしれません。
 
 ③プロの指導を受けることができる
 団員全員が、かの有名な藝大出身の先生方から無料で指導を受けることができます。初心者へのフォローアップ体制は抜群に良いと思います。（学生指揮者になれば、指揮のレッスンも受けられます。プロ指揮者から指揮の指導を受ける機会なんてそうそう無いです。）
 
 ④ESが書きやすい（笑）
 体育会や長期インターンに参加したり、研究で成果を出す予定がない学生は特にオススメです。
 
 歌いたいという気持ちがあれば、モルはいつでも貴女を歓迎します。
 それでは、貴女と歌える日を楽しみにしています♡
 
 ワグネル・ソサィエティー女声合唱団
 学生指揮者
 宮﨑 茜
 
 ＊＊＊＊＊＊＊＊＊＊
 
 責任者から皆さんへ
 
 新入生の皆様ご入学おめでとうございます！
 新入生の方も、そうでない方も、このページに目を留めて下さった貴女に責任者の私から弊団の魅力をご紹介させていただきます。
 
 ☆初心者大歓迎！
 何を隠そう私自身が合唱はおろか音楽未経験で入団しました。最初はろくに楽譜も読めず四苦八苦していましたし、今も日々個性豊かな音楽達の前に奮闘しています。しかし、多種多様な詩やメロディに触れながら、純粋な女声という贅沢な環境で歌えることが楽しくて楽しくて仕方ありません。さらに、プロのボイストレーナー・指揮者の先生方から指導をいただくことで、自分の声が少しずつでも磨かれているのを体感できるのは何よりの幸せです。初心者だからこそ、歌うことの楽しさを誰よりも堪能できるお得な立場にあると思います。
 
 ☆長い歴史のある大学公認団体
 ワグネル・ソサィエティー男声合唱団、ワグネル・ソサィエティーオーケストラと並ぶワグネルファミリーの中では若手の女声合唱団ですが、侮ることなかれ、その歴史は70年に及びます。長い時間によって築き上げられてきた繋がりや信頼は団に蓄積されて、現役として活動する私たちに還元されています。先生方やOGの皆様、縁のある合唱団・音楽団体の皆様、演奏会に携わってくれる方々…キリがないほどたくさんの方に支えらていることを知って立つステージは感慨もひとしおです。しかも大学公認団体という保証書付きで、今後の人生の財産にもなるコネクションをこの4年間で十分に築くことができます。
 
 きっかけはなんだって構いません。少しでも興味を持ったらぜひ見学にいらしてください。
 いつでも、どなたでも、お待ちしております！
 
 ワグネル・ソサィエティー女声合唱団
 66期責任者 谷川 真理愛",,,,,,,,,,,,,
陸上競技部(薬学部),スポーツ,陸上競技,独立団体,薬陸,独立団体,9,3,keio.pha.taf@gmail.com,keio_pha_taf,,,,,代々木公園陸上競技場(織田フィールド)、江東区夢の島陸上競技場、その他陸上競技場,,火・金,特になし,運動できる服装,競技場での練習,,参加しなかった。,,×,,0,0,,,新歓オリエンテーション,全日本薬学生対抗陸上競技大会,,,全日本医歯薬獣医大学対校陸上競技選手権大会,,全関東甲信越薬学生対抗陸上競技大会,,,,,,薬学部生の陸上競技部です。初心者も経験者も大歓迎です。,0,2,2,2,3,3,2,3,特になし,薬学部陸上競技部は薬学生や医療系学生が出場している大会に参加しています。合同練習や大会を通して他大学の医療系の友達を作ることができます。初心者も経験者も大歓迎です。,https://drive.google.com/uc?export=view&id=1d414kVdWK0cPB3mJclzCUg6YlY8R0Bve,,,,,,,,,,,,
ボカロ同好会VocaLargo,音楽,サブカル,,VocaLargo,未公認団体,11,4,keiovocaloid@gmail.com,KEIO_VOCALOID,,,,,空き教室(不定),,土曜日、長期休暇期間は不定(予定のヒアリングを軽く行い決定します),特になし,PC、愛,"プロジェクト進行(ディスカッションetc)
 ボカロクイズ
 論文作成
 推しの布教
 ツナガルダイガク",2020/02/16 ボカクイ出場,参加しなかった。,,×,,0,0,北海道大、東北医科薬科大、筑波大、千葉工業大、長岡技術科学大、同志社大、京都産業大、大阪工業大、大分大、他多数,,新歓オリエンテーション,通常会合(各種プロジェクト),通常会合(各種プロジェクト),通常会合(各種プロジェクト),通常会合、マジカルミライ参加、コミックマーケット参加,通常会合(各種プロジェクト、三田祭準備),通常会合(三田祭準備),三田祭,通常会合(各種プロジェクト)、コミックマーケット参加,通常会合(各種プロジェクト),通常会合(各種プロジェクト、新歓準備),通常会合(新歓準備),VOCALOIDが好きな方ぁぁ！！？いませんかぁぁぁー！？,2000,1,1,2,1,3,2,2,特になし,"慶應義塾大学唯一のVOCALOID同好会「VocaLargo」と申します！
 令和元年5月に設立したばかりの本同好会は、ボカロ好きの皆さんが集まりのんびりとできる空間を目指し、VOCALOIDのVocaと「ゆったりと」の意味を持つ音楽用語であるLargoを組み合わせて命名されました。
 基本的には土曜日に空き教室を借りて活動しています。集まってワイワイ話すだけの活動が多いですが、文化祭準備、コンテンツ(論文・クイズ・楽曲・映像など)の作成も行っています。飲み会はしません。協調して大きなプロジェクトを進めていくことで、酒の力など借りず、メンバー同士の仲もすぐに深まります！
 創作をしたい方、映像技術をお持ちの方、一緒に作りませんか。イラスト描きたい方、歌いたい方、大歓迎です。曲を聴くのが好きな方もイベント全通ガチ勢の方ももちろん、ボカロ初心者も大いに歓迎します。「あんまり知らないな...」という方も臆することはありません。代表も持ち曲はそこまで多くなく、オタ歴も浅めです。本同好会というプラットフォームならさまざまな曲に触れることができ、知識もぐんぐん増えていきます！とにかく気軽な気持ちでお越しください。VOCALOIDが好きな皆さんのご入会を心よりお待ちしております！！",https://drive.google.com/uc?export=view&id=1pE6wz2pWAB3t2kXWAf5GGNJ-EoMleCbm,https://drive.google.com/uc?export=view&id=1rW1MrxfYjKfzaWspqrBurx8UPBFZ9hIG,https://drive.google.com/uc?export=view&id=1fzRdFGyiiA4E7pcVc0bCq0fU3uEduVsp,https://drive.google.com/uc?export=view&id=1y8LPwP3ACa1NDJVxyZrS1ErJR8AI1Uxn,https://drive.google.com/uc?export=view&id=1WfZL_7rTiPTMR6JqodGZD8WczJU-IKoT,https://drive.google.com/uc?export=view&id=1EtHYxKbVgYPd83mYY1mkckOCo8aRhU_5,https://drive.google.com/uc?export=view&id=1z2Dd_godZ3WznizZqsGSHwduiCFxIVoX,https://drive.google.com/uc?export=view&id=14310aHbkzHRgaMYoJq0YeXuuiTpHwX1G,https://drive.google.com/uc?export=view&id=1EcKAYPGZYUoF0hS1W4e5sD6Sig31hlEZ,https://drive.google.com/uc?export=view&id=1be0Urbvjy0oqfIOmOCVJzGi2iz5vyPKN,https://drive.google.com/uc?export=view&id=10K767o1usBGrWArmPxqvuEBpgBHF4wa7,,
