name,tag_a,tag_b,tag_c,byname,belonging,population,girls_population,mailaddress,twitter,instagram,youtube,other_account,homepage,area,clubroom,action_day,minimum_day,need_tool,action,action_career,festival,festival_doing,intercollegiate,intercollegiate_group,notkeio_people,notkeio_girls,affiliated_schools,sponsor,april,may,june,july,august,september,october,november,december,january,february,march,one_word,money,nomikai_frequency,nomikai_intensity,couple,handsome_beauty,honest,serious,past_questions,find_work,introduction,top_img,pic_1,pic_2,pic_3,pic_4,pic_5,pic_6,pic_7,pic_8,pic_9,pic_10,mov_1,mov_2
茶道会,文化系,茶道,文化団体連盟,,文化団体連盟,39,25,keiosado@gmail.com,keiosado keiosado_2020,keiosado,,,,日吉地区センター,塾生会館407号室,週1,特になし,帛紗、懐紙等(入会後説明するので最初は持っていなくても大丈夫です。),合同練習,,参加した,茶会の開催,×,,0,0,,,,,六月茶会,,,夏合宿,,全慶茶会、三田祭茶会,,,春合宿,,楽しくも真剣に茶道をやりたい方をお待ちしています！！,15000,1,2,2,4,4,2,2,お稽古場によっては免状を取得出来るため、就活に活かせるかもしれません。,茶道というと格式高いイメージを持つ方も多いとは思いますが、部員の半数以上が大学に入ってから茶道を始めています。先生がいらっしゃるのではなく、六流派から選んだお稽古場に自ら通い学ぶことが出来るのは茶道会最大の特徴といえます。楽しくも真剣に茶道を始めたい方の入会を部員一同お待ちしています。,28400.jpg,28401.jpg,28402.jpg,28403.jpg,28404.jpg,28405.jpg,28406.jpg,28407.jpg,28408.jpg,28409.jpg,28410.jpg,,
フリスビーサークルFreaks,,,,フリークス,未公認団体,30,15,なし,Freaks_2020,,,,,多摩川 日吉 大岡山,,週１,特になし,運動できる服装のみ,ドッジビー、アルティメットなどをレク形式で,,参加しなかった。,,×,,0,0,,,,,,,,,,,,,,,,,4,1,4,4,4,2,3,特になし,"一度しかない大学生活を、あなたはどう過ごしますか。
 受験で何とか入ったものの、運動不足過ぎて焦っている方。
 友達ができるか心配な方。不安すぎて心のよりどころを探している方。
 フリスビーしませんか。
 
 力は使わない。誰でもできる。楽しい。
 
 この三拍子がそろったフリスビー。
 運動未経験の方、スポーツなんてずっとやってないよって方、週1で体を動かして、いい汗かきませんか^^
 
 みんな穏やかな方ばかり。入って後悔させません。信じてください。
 
 フリスビーサークルFreaks一同、あなたのご参加を心よりお待ちしております。",,,,,,,,,,,,,
Keio Skin and Scuba Diving Party,スポーツ,ダイビング,独立団体,KDP,独立団体,30,8,kdp.shinkan@gmail.com,KDP_shinkan,kdp2020_newaccount,,,,世界中の海,塾生会館317号室,不定期(シーズン中は月2回程度),合宿も含め完全自由,後々購入,ダイビングに決まってるだろ！,,参加した,屋台で揚げ餅を販売,×,,0,0,,,新歓オリエンテーション・パーティ、軽器材購入,新歓合宿、ライセンス取得,前期シーズン開始、ディズニー,前期最終ダイビング,海外合宿、伊豆大島合宿,後期シーズン開始,ダイビング,後期最終ダイビング、三田祭,忘年会、OBOG会,自由ダイビング,海外合宿、自由ダイビング,自由ダイビング、追いコン,活動場所は世界中の海！未経験者も大歓迎です！！,10000,3,3,2,5,2,3,2,海外のダイビングショップで2週間〜1ヶ月程度働くことが出来るため、海外での仕事の経験や英語力が身につけられる。,私たちKeio Diving Party(通称KDP)は普段は月に2回、土日を利用して伊豆の海でスキューバダイビングをしています。また、夏、春と2度ある長期休暇の際にはフィリピンやサイパン、バリ島といった海外の海へ向かいます。息を呑むような海の光景を見ることが出来るだけでなく、現地の美味しいものを食べたり、滅多に味わえないような体験をすることが出来るのも大きな魅力です。海にはいることが出来なくなる冬にも、同期や先輩たちとのスノボ旅行やキャンプが開催されたりと楽しいイベントが目白押しです！メンバーのほとんどが大学からダイビングを始めたので初心者でも心配いりません。あなたも未知の体験をしてみませんか？,28600.jpg,28601.jpg,28602.jpg,28603.jpg,28604.jpg,28605.jpg,28606.jpg,28607.jpg,28608.jpg,,,,
體育會弓術部,,,体育会,弓部,体育会,51,21,orien.keiokyujutsu@gmail.com,keiokyujyutsu,,,,http://keiokyujyutsu.hungry.jp/,志正弓道場、正己弓道場,なし,火、水、木、金、土、日,原則全参加,道着、袴、弓具(弓は借りられます)、全て入部後に買うことができます。,道場での練習,都学リーグI部復帰、全日本学生弓道選手権大会優勝(昨年度),参加しなかった。,,×,,0,0,,,定期戦,早慶戦,全関東大会、全国選抜大会,夏オフ,全日本大会、関関同定期戦、夏合宿,リーグ戦,リーグ戦,王座,冬オフ、オール慶應弓祭り、慶應杯等イベント,冬オフ、寒稽古,新人戦,新人戦、定期戦,,,2,2,4,4,4,5,4,OBによるサポート有り、部活の欠席等融通が効く。,日本一を獲るために、日々切磋琢磨しています。大学からの初心者も多く在籍しています。大学生活で何か一つに打ち込みたい方を心よりお待ちしております。,,,,,,,,,,,,,
オフコース・ミュージック・カンパニー,音楽,バンド,独立団体,オフ研、OMC,独立団体,210,90,なし,keio_OMC,,,,https://keio-omc.jimdo.com/,塾生会館（合練、音練、部室）、都内ライブハウス,塾生会館204号室,各バンドごとライブに向けて不定期で練習をします。,特になし,楽器,月に一度行われるライブ,,参加した,教室、大ステージにてライブを行いました。,×,,0,0,,,新歓、新入生総会、春総会,春ライブ、新入生ライブ,梅雨ライブ,,春納会、夏合宿、夏ライブ,秋総会、秋ライブ,ハロウィンライブ,三田祭前総会、三田祭ライブ,冬ライブ、OBOG会,,冬合宿、秋納会、アコースティックライブ,追いコン、園遊会、新歓前総会,学内最大、経験不問のオールジャンルバンドサークルならオフ研！,10000,5,3,4,3,3,3,3,OBOG会が開催されるので、すでに就職している先輩からお話を聞くことができます。,オフコース・ミュージック・カンパニー（通称オフ研）は初心者から上級者まで所属する慶應最大規模のバンドサークルです！ライブ毎にバンドを組み換えるフリーバンド制なので、邦ロックから洋楽など様々なジャンルの曲を演奏できます。ライブには部費を支払えば無料で出演でき、とても盛り上がります！空きコマなどに利用できる部室、自由に練習できる音練、最大規模だからこそ実現できる充実した機材もオフ研の魅力です。もちろんライブ以外にも合宿など楽しいイベントがたくさんあります！学年や経験の有無に関係なく仲が良く、女子も多く積極的に活動に参加しやすいので、充実したキャンパスライフが送れること間違いなし！経験者はもちろん初心者や兼サーしたい人も大歓迎！,28800.jpg,28801.jpg,28802.jpg,28803.jpg,28804.jpg,28805.jpg,,,,,,,
K.M.P. NEW SOUND ORCHESTRA,音楽,ビッグバンド,文化団体連盟,KMP,文化団体連盟,57,31,なし,kmp2020orien,kmp2020orien,KMP New Sound Orchestra Official Channel,,http://kmpnso.net/,日吉キャンパス塾生会館音楽練習室、三田キャンパス音楽練習室/西校舎,塾生会館311号室,火・水・土,全参加,音楽を楽しむ気持ち,他大との合同ライブ、コンテストやリサイタルに向けた練習,Regバンド: 山野ビッグバンドジャズコンテスト第5位日刊スポーツ賞受賞 Jrバンド: ステラジャムコンテスト出場,参加した,教室や外ステージにて演奏,×,,7,1,,,新歓オリエンテーション,通常練習,合同ライブ,合同ライブ,夏合宿,合同ライブ、ステラジャムコンテスト,合同ライブ,三田祭,合同ライブ,通常練習,冬合宿、リサイタル,通常練習,初心者も大歓迎！かっこいいジャズ始めませんか？,50000,2,3,3,3,4,3,2,特になし,KMPはトランペット、トロンボーン、サックス、ピアノ、ギター、ベース、ドラムからなる、ビックバンドジャズを演奏するサークルです。大会や他大との合同ライブ、三田祭、冬のリサイタルなどに向けた練習をします！1、2年生のJr.バンドと3、4年生中心のReg.バンドがあり、初めは全員がJr.バンドで活動します。同期との繋がりはもちろん、縦の繋がりも強く、多くの頼れる先輩とも仲良くなれます！ビックバンド経験者から吹奏楽など違うジャンルで演奏していた人、入部して初めて楽器を触ったという人まで、KMPには様々な経歴の部員がいます。初めはジャズがなんだかわからなくても大丈夫！演奏していくうちに魅力に取り憑かれてしまうこと間違いなしです。楽器の腕前を磨きたい！新しいことを始めたい！活動を通して一生の仲間に出会いたい！本気で音楽をやりたい！KMPはそんな新入生の皆さんを歓迎します。是非一度見に来てください！,28900.jpg,28901.jpg,28902.jpg,28903.jpg,28904.jpg,28905.jpg,28906.jpg,28907.jpg,,,,2891.mp4,
K.B.R.Modern Schacks,音楽,ブラックミュージック,文化団体連盟,シャックス,文化団体連盟,70,30,なし,modern_schacks,,,なし,https://schacks.tumblr.com/,日吉キャンパス塾生会館 音楽練習室,塾生会館312号室,週1(火曜or木曜 16:30〜18:30),週1(火曜or木曜 16:30〜18:30),特になし,バンド練習,関東七大学音楽祭、音楽の早慶戦 出演,参加した,大ステージでのライブ、小教室でのライブ KEIO'sROCK出演,×,,0,0,,,新歓,新入生お披露目ライブ,3サークル合同ライブ,関東七大学音楽祭,,夏合宿,夏ライブ/秋の関東七大学音楽祭,三田祭/ジュニア関東七大学音楽祭,,冬リサイタル,,3サークル混合ライブ,慶應最強のバンドサークルです！アツいライブしましょう！,10000,2,3,4,4,4,3,3,多くのOBが大手企業に勤めています。,Schacksは、ファンク、ソウル、ディスコを中心にブラックミュージックを演奏する慶応最強のバンドサークルです！メンバー3年固定で週に１回(火曜か木曜)に練習を年に4〜5回あるライブに備えます。ノリノリでアツいライブをしたい人！お待ちしてます！,29000.jpg,29001.jpg,29002.jpg,29003.jpg,29004.jpg,29005.jpg,29006.jpg,29007.jpg,,,,2901.mp4,2902.mp4
ディズニー同好会,,,独立団体,DD,独立団体,141,66,keio.disney@gmail.com,keiodisney2525,keio_disney,,,,東京ディズニーリゾート、日吉キャンパス,塾生会館202(2階),不定期,特になし,ディズニーが好きということ！,パークに行くこと、映画鑑賞会、合宿など,,参加した,屋台でチュロス販売,×,,0,0,,,オリエンテーション、映画鑑賞会、新歓インパ,総会(この時点で正式に会員になります！),七夕インパ,期末お疲れインパ,ラフティング(未定),夏合宿,ハロウィンパーティー,三田祭,スキースノボ合宿(未定),特になし,春合宿,追いコン,,,2,1,3,3,4,2,2,OBOG会で先輩方のお話を聞くことができます！,"こんにちは！慶應公認サークル、ディズニー同好会です！TDRに行くことはもちろん、映画鑑賞会やハロウィンパーティーなどなど楽しいイベントが盛りだくさんです♪ 春合宿ではディズニーホテルに泊まります！夏にも合宿があり、年によって行き先は変わりますが昨年度は伊豆に行きました！活動頻度もあまり高くないので、他団体での活動や学業・バイトとの両立もできます！ディズニーを知り尽くしている人から、ディズニーがただただ好き！という人までいますので、ディズニーに興味がある人は誰でも楽しめます♪
 各イベントの詳細やサークルについてもっと知りたいという方は、ツイッターやインスタを是非チェックしてみてください！！
 塾生会館202(2階)に部室があるので、そちらにも気軽に足を運んでくださいね♪",,,,,,,,,,,,,
アルメリア・ローン・テニスクラブ,スポーツ,テニス,独立団体,アルメリア、アルメ,独立団体,120,50,なし,armeria_2020,,,armeria_keio2020,,川崎、日吉,なし(たまりあり),月〜金の週5,特になし,パトス,テニス、アフター,,参加した,屋台でチュロス販売,×,,0,0,,,オリエン、お披露目試合、第1回総会,新刊合宿,春ラスチー期間,第2回総会,夏合宿、メンバー合宿、部内戦,同期合宿、関東団体戦,塾内団体戦,秋ラスチー期間、三田祭出店,ファミリーパーティー、第3回総会,,春合宿,同期合宿、引退試合,塾内唯一車移動だから交通費はゼロ！大学を楽しみたい人募集中！,20000,2,3,4,3,3,3,4,54代を生かし、先輩からのつてがあり,アルメリアは55年続く歴史あるサークルです！テニスコートやアフターへは先輩が車で連れて行ってくれるので交通費がかかりません！テニスも経験者と初心者でレベル別に練習できるのでみんなで楽しむことができます。イベントも1年通して充実しているので、大学生活を謳歌できること間違いなし！,29200.jpg,29201.jpg,29202.jpg,29203.jpg,29204.jpg,29205.jpg,29206.jpg,29207.jpg,29208.jpg,29209.jpg,29210.jpg,,
国際関係会,,,福利厚生団体,IIR、あいあい,福利厚生団体,480,240,なし,keio_iir,iir.official,,,https://www.keio-iir.org/,なし,塾生会館106,週1,週1程度,やる気、楽しむ心、パッション,長期休暇などにある国際交流プログラムの企画、運営、また渡航プログラムの運営や海外のプログラムへの派遣,,参加した,屋台で食品販売,×,,0,0,,,新歓オリエンテーション,新歓合宿、新歓イベント,春の慶早戦、総会、夏合宿、AIM（インドネシアの学生との交流プログラム）,LINK（カナダの学生との交流プログラム）,International Week Summer(ヨーロッパ、アジアの学生との交流)、PAL（アジアの学生との交流）,SKIP（スタンフォード大学の学生との交流）,,総会、秋の慶早戦、OBOG会、引退式,雪山合宿,,追いコン、International Week Spring（ヨーロッパ、アジアの学生との交流）,園遊会,,,4,3,4,5,3,5,3,定期的にOBOGと関わる機会もあるうえ、企業への交渉等渉外活動も経験できます。また、先輩から定期的にインターンの話をもらえたりもします。,IIRは義塾の国際化、国際社会で活躍できる人材の輩出、の二つをモットーとした団体です。一見、真面目なサークルって思って身構えてしまうかもしれませんが、交流のプログラムの時やその他イベントでは全力で楽しみます！人数も多く必ず気の合う友達も見つかるはず！また、渡航のプログラムも充実しており、航空券の費用だけでアジア、ヨーロッパに行けるプログラムもあります。ぜひ一度部室に来てみてください~,,,,,,,,,,,,,
探検部,スポーツ,アウトドア系サークル,独立団体,,独立団体,23,5,なし,keiotanken,,,,,地球すべて,塾生会館325室,去年は毎週金曜日,特になし,活動ごとに必要なものが出てきますが、貸し出しは可能。,部会では企画と報告、実際の活動は登山、廃墟探索、ダッキーボートで川下り、無人島キャンプや洞窟探検など多岐に渡る。,,参加しなかった。,,×,,0,0,北海道大学探検部、京都大学探検部、東京学芸大学探検部、法政大学探検部、早稲田大学探検部など,,新歓オリエンテーション、新歓探検体験企画,新入生歓迎樹海キャンプ,企画に応じる。,企画に応じる。,海外活動を含む長期を行う。また、伝統的に北海道にヒッチハイク活動を行う。,企画に応じる。,企画に応じる。,三田祭期間を利用して長期活動が行われる場合がある。,企画に応じる。,冬休みを利用して長期活動が行われる場合がある。,春休みを利用した長期活動が行われる。,春休みを利用した長期活動が行われる。,登山、カメ捕獲、カヤック、限界旅、キャンプなど何でも行う。,5000,5,3,2,5,3,3,3,少なくとも面接などで相手の注意を引くエピソードはたくさん得られる。あとタフさや危機管理能力も身につく。,普通の大学生として普通の大学生活を送るとしたら、世界の、否日本のどれだけを知り、見られるだろう。おそらく、舗装された道路の上を歩き、管理された都会に住むだけで、世界の全てを知った気になるに違いない。しかし君の足元に広がる世界は無限大だ。草木をかきわけ、川の激流に身をゆだね、真の世の中を知ること、それはきっと科学の温室育ちになる以前の人類の営みを垣間見させ、失われた先人たちの豊かな感性を取り戻し、君自身の大きさを新たに目覚めさせてくれるだろう。若者よ、世界の広さを知れ！探検部は君を待っている！,29400.jpg,29401.jpg,29402.jpg,29403.jpg,29404.jpg,29405.jpg,29406.jpg,29407.jpg,29408.jpg,29409.jpg,29410.jpg,,
バレーボール愛好会FINE,スポーツ,バレーボール,インカレ,FINE,未公認団体,42,0,mtk.nm.nm@icloud.com,2020fine,,,,,代々木青少年オリンピックセンター,,不定期（週0~2）,特になし,運動着(上下)、体育館用の靴,体育館での練習,,参加した,屋台での販売,〇,清泉大学、聖心大学,33,33,清泉大学、聖心大学,,新歓練習,新歓合宿,BBQ,テストお疲れご飯会,ビーチバレー,夏合宿,企画中ハロウィン,三田祭,クリスマスイベント考案中,テストお疲れご飯会,冬合宿,追いコン,初心者歓迎の男女混合バレーボールサークルです！,5000,5,3,4,4,3,1,2,OBとの関わりがあります。,新入生のみなさん、ご入学おめでとうございます。大学でもバレーボールをしたい！新しいスポーツに挑戦してみたい！友達をいっぱい作りたい！とか思っていませんか？私たちバレーボール愛好会FINEでは男女混合（他大学との合同練習）で初心者でもプレーでき、みんなで仲良くバレーボールはもちろん、イベントも多く楽しい思い出がいっぱい作れます！FINEの良いところは初心者が多く誰でも気軽にバレーボールを楽しめることです。また男女混合で誰でもプレーできるのもFINEの特徴です。練習は曜日不定期でなおかつ強制参加とかはありません！もちろん兼サーも可能です。練習といってもアップの後はほとんどがゲームでとにかくバレーボールを楽しむならこのサークルです！私たちと一緒に楽しい大学生活を送ってみませんか？いつでも連絡お待ちしています！,29500.jpg,29501.jpg,29502.jpg,29503.jpg,29504.jpg,,,,,,,,
慶應義塾大学医学部水泳部,スポーツ,水泳,医学部体育会,三四会水泳部、水泳部、医水、三四会,医学部体育会,55,30,なし,keiomedswim,keio_medswim,,,http://www.keiomedswim.co-site.jp/,日吉協生館、高田馬場Big Box,信濃町キャンパス 第2校舎,週6 : 月(夜練)、火(朝練)、水(夜練)、木(夜練)、土(朝練)、日(夜練),週4 : 火(朝練)、水or木(夜練)、土(朝練)、日(夜練),,日吉協生館、高田馬場Big Boxでの練習,"現在、関東医歯薬看護大会（通称医歯薬）16連覇
 2019年度東日本医科学生総合体育大会(通称東医体) 男女総合優勝",参加しなかった。,,×,,0,0,なし,なし,新歓オリエンテーション、新歓トライアル,新歓合宿、理工戦,医歯薬看護学生水泳競技大会(医歯薬)、七大学対抗戦(七医体)、桃狩り,東日本医科学生総合体育大会(東医体)に向けての練習,東日本医科学生総合体育大会(東医体)、海旅行,オフ,新人戦,秋練トライアル,オフ(任意のトライアルもあります)、スキー旅行,夏シーズンに向けての本格的な練習が始まる,短水路トライアル,長水路トライアル,医学部体育会で最大規模の部活です！アツい青春が過ごせます！,75000,2,1,3,4,5,5,3,特になし,"三四会水泳部とは、慶應義塾大学医学部体育会（通称三四会）に属する伝統ある部活です。週に朝練2回と夜練2回の計4回の練習をを行っています。男子25人、女子30人(うちマネージャー19名)、合計55人と三四会の中でも最大規模の部活です。
 医学とは日進月歩であり、学ばねばならない知識が増える中での週4回の練習は時に厳しいこともありますが、選手やマネージャー、先輩や後輩という括りを超えてフォローし合うことで互いに高め合い、これまで数々の輝かしい戦績を残して参りました。",,,,,,,,,,,,,
慶應杏葉硬式庭球会,スポーツ,テニス,独立団体,アプリコット、アプリ,独立団体,150,60,なし,apricots_2020,keio.apricots2020,,,http://gyoyo.club/,多摩川緑地広場テニスコート、富士見公園テニスコート、川崎マリエンテニスコート,,毎週月〜金曜日,特になし,ラケット、ウェア、シューズ,テニスの練習,男子:塾内ベスト8、関東ベスト16/女子:塾内ベスト4,参加した,屋台でフライドポテト販売,×,,0,0,,,新歓オリエンテーション、総会,新歓合宿,通常練習,通常練習,夏合宿、メンバー合宿,総会,通常練習,通常練習,通常練習、クリスマスパーティー,,春合宿,オリエン合宿,初心者から経験者まで幅広く楽しめるテニスサークルです！,10000,2,3,4,3,3,3,2,OBの方で各業界で活躍している方が多い,テニス好きから初心者まで和気藹々としていて、誰でも気軽に楽しめるサークルです！,29700.jpg,29701.jpg,29702.jpg,29703.jpg,29704.jpg,29705.jpg,29706.jpg,29707.jpg,29708.jpg,,,,
慶應スカッシュラケットクラブ,スポーツ,スカッシュ,独立団体,KSRC,独立団体,100,50,なし,2020_KSRC,ksrc_2020shinkan,,,,品川健康センター、SQ -CUBE横浜,,週1、月～金,特になし,ラケット（貸出あり）、動きやすい服装、室内履き,練習では、上達を目指すガチ勢からスカッシュをわいわい楽しむエンジョイ勢まで、自分の取り組みたいレベルに合わせて、練習できます。もちろん、遊びのイベントもディズニーに行ったり、冬にスノボを行うなど充実しています。,"関東団体4位
 インカレ団体4位",参加しなかった。,,×,,0,0,,,新刊オリエンテーション,新歓合宿,通常練習,前期納会,,夏合宿、新人戦,インカレ予選,通常練習,インカレ、後期納会,,関東団体、インカレ団体、春合宿,,慶應唯一のスカッシュ サークルです！ガチもエンジョイも歓迎！,14000,2,3,4,5,3,4,3,"今年で51年を迎えるKSRCは、多くのOBの方々が有名な企業に就職されています。OB会でOB の方々と関わる機会もあり、貴重なお話を伺えるので、就職において強みになります。
 また、スカッシュの競技人口の少なさ故、他大学との関わりも深いため、他大学の友人が増えることも強みになります。
 他にも、会計士や弁護士などの国家試験の資格を目指す人も多く在籍していて、他の勉強との両立をしながらサークル活動を行えます！","スカッシュと聞いて、どんなスポーツか詳しく知っている人は少ないかもしれません。
 スカッシュはイギリス生まれのスポーツで、四方を壁に囲まれたコートで、二人が壁に向かってボールを交互に打つスポーツです。
 私たちのサークルの特徴は、まじめに練習する人から、スカッシュをエンジョイする人までいて、自分の意欲に合わせて活動できることです！
 多くの人が大学からスカッシュを始めるので、練習をすれば全員にトップレベルで活躍できる可能性があります。特に団体戦では、チームが一丸となって応援するのでアツい体験ができること間違いなしです。競技人口の比較的少ないスカッシュでは、他大学との交流も多く、友達がたくさんできます！
 そんなに体力に自信がない、という人も安心してください。身体接触の少ないスカッシュでは、壁に向かってボールを打つだけでとても楽しいです！笑
 純粋にスカッシュを楽しみたい！という人は、多くが週1回から練習に参加していて、先輩が1から優しく教えてくれます。
 遊びも充実していて、ボルダリングやスノボなどのアクティブな遊びから、ディズニー、温泉など一年を通じて様々なイベントがあります。
 高校時代は運動系の部活でガチで練習していた人から、何か新しいスポーツにチャレンジしてみたい人、初心者でも楽しめる運動をしてみたい人、勉強や他のサークルと両立してサークルを楽しみたい人など様々な人が所属して楽しめるサークルです！ぜひ一度体験練習や、食事会に来てみてください！",29800.jpg,,,,,,,,,,,2981.mp4,
慶應義塾大学医学部スケート部,,,医学部体育会,慶医 アイスホッケー アイホ アイスホッケー部 ホッケー部,医学部体育会,17,5,keiomedhockey@gmail.com,keiomedhockey19,keiomedicehockey,,,https://keiomedicehockey.jimdofree.com/,ダイドードリンコアイスアリーナ、明治神宮外苑アイススケート場、江戸川区スポーツセンター,信濃町キャンパス 第二校舎,火・木,全参加(週2日),防具、スティック (全て貸出あり),スケートリンクでの練習,東医体Aリーグ優勝,参加しなかった。,,×,,0,0,,,新歓,春大会,,オフ,夏合宿,,秋大会,,東医体,オフ,,春合宿/サムス杯,,,2,3,3,4,3,4,3,OBの先生方と強い繋がりを持てる。,"〇選手
 私達の部は、大学時代にアイスホッケーというスポーツを真剣に取り組む事によって、また定期戦や大会などで他大学の学生との交流を図ることによって、心身の陶冶と人格の形成を図り、将来医師として信頼されるような人間を育成する場として、慶應義塾大学から公認された医学部体育会です。
 
 創立75年を誇る伝統ある部活のため、OBと現役の繋がりが非常に深いことが特長です。
 
 部員全員が大学から始めた初心者なので誰もが試合に出場し活躍できます。 
 経験者はもちろん、初心者でも心から楽しめるスポーツです。新勧期間以降、2年生以上の途中入部も大歓迎です。 
 
 〇マネージャー
 練習や試合で選手が実力を十分に発揮できるように、また氷上以外における部の運営を円滑に行うことが、スケート部のマネージャーの役割です。
 マネージャーというと一見地味なイメージですが、当部のマネージャーの仕事の幅は広く、とてもやりがいがあります。
 
 地方出身者も多く、入部前はリンクに行ったこともない人が大半だったものの、今では皆アイスホッケーというスポーツに魅了されています。
 
 慶應生であれば全学部から入部可能です！",,,,,,,,,,,,,
慶應義塾大学医学部管弦楽団,音楽,オーケストラ,独立団体,医管,独立団体,45,19,なし,ikan2020,keio.ikan,,Twitter(通年)keio_ikan,http://sound.jp/ikan/#logo,慶應義塾大学信濃町キャンパス,慶應義塾大学信濃町キャンパス,週3(月・水・金),全参加,音楽への愛,演奏会に向けての練習,,参加しなかった。,,×,,0,0,日本赤十字看護大学室内楽アンサンブル部IKAN,,新歓、団員総会,病院内コンサート@日本赤十字社医療センター、OBOG会(新入生歓迎会),通常練習,通常練習、テスト前オフ,夏合宿@長野,定期演奏会,通常練習,部内演奏会,病院内コンサート@慶應病院、年末オフ,通常練習,通常練習、先生合奏,謝恩会での演奏、新歓に向けて練習,学業と音楽を両立させるならここ！全学部大歓迎のオーケストラ！,20000,2,2,5,4,5,4,4,国試を目指す医学部生はもちろん、公認会計士などを目指している先輩もたくさんいます！テスト前も休むことができて、医学部団体ならではの勉強を優先できる環境があります。また、OBOGとの繋がりも深く、サポートしてくださる環境があります。もちろん毎年卒業生は就職しています😊,私たち慶應義塾大学医学部管弦楽団(通称医管)は、慶應義塾大学医学部の学生をはじめ、理工学部、薬学部、法学部、文学部、経済学部、商学部の学生が在籍して活動している約60名のオーケストラです。主に週3回(月水金曜日)信濃町キャンパスにて、秋の年1回の定期演奏会を目標として練習しています。また定期演奏会以外にも、様々なジャンルや編成の曲を患者様の前で演奏する病院内コンサートや、医学部の式典での演奏、団員同士で自由に組んで演奏を披露しあう部内演奏会など様々な演奏機会があります。練習後の食事会、スポーツ、旅行など楽しいイベントも満載で、医管の魅力は音楽以外にも様々です。楽器経験の有無、学部、学年を超えた様々なバックグラウンドを持った個性豊かな面々と共に、素晴らしい音楽を創り、最高に熱い大学生活を一緒に送っていきましょう！,30000.jpg,30001.jpg,30002.jpg,30003.jpg,30004.jpg,30005.jpg,30006.jpg,30007.jpg,30008.jpg,30009.jpg,30010.jpg,3001.mp4,3002.mp4
慶應義塾大学医学部馬術部,スポーツ,乗馬,医学部体育会,医学部馬術部,医学部体育会,5,1,なし,keiomed_umabu,keio_med_equestrian,,,,日吉キャンパス馬場,信濃町キャンパス第二校舎&日吉キャンパス馬場,週2回、主に土日,週1回,乗馬ズボン、ヘルメット(貸し出しあり)、乗馬靴(貸し出しあり),乗馬、主に障害飛越馬術と馬場馬術の練習,,参加しなかった。,,×,,0,0,慶應義塾大学体育会馬術部,,新歓・通常練習,通常練習・馬場戦,通常練習・定期戦,北海道合宿・オフ,東日本医科学生総合体育大会・オフ,通常練習,通常練習・個人戦,通常練習・新人戦,通常練習・農工戦・年末オフ,通常練習・年始オフ,通常練習,通常練習・医歯薬合同合宿,初心者からでも、日吉でゆる〜く、楽しく乗馬が始められます！,0,2,3,2,3,4,3,4,特になし,"慶應義塾大学医学部馬術部です！！
 現在は主に毎週土曜・日曜の朝に日吉の馬場で活動しています！！ 
 常時慶應大学の【医学部・薬学部・看護医療学部】より部員を募集しています。
 大学から楽しく乗馬を始めてみませんか？動物が好きな人、初心者ももちろん大歓迎です！！",30100.jpg,30101.jpg,30102.jpg,30103.jpg,30104.jpg,30105.jpg,30106.jpg,30107.jpg,30108.jpg,30109.jpg,30110.jpg,3011.mp4,
信濃町文芸部,文化系,文芸,,KCLC / 文芸部,未公認団体,5,3,book.shinanomachi@gmail.com,keiomedlibrary,,,,https://bookshinanomachi.wixsite.com/mysite,信濃町キャンパス/ブックカフェ等(神保町、渋谷、六本木など),なし(公認団体認可が通れば信濃町キャンパスに申請予定),月1回程度,好きな時,どなたでも,小説や文芸情報の共有と発信、読書会での課題図書についての討議、今後執筆活動や慶應病院との企画も検討中,慶應医学部新聞に寄稿,参加しなかった。,,×,,0,0,,,勧誘オリエンテーション(医学部),,,,,,,,,,,,信濃町唯一の文芸サークルです。Twitterで本の紹介も！,0,1,2,2,3,4,2,4,信濃町キャンパス母体なので医療系(特に医師)とのつながりが持てます,文芸部は昨年創設したばかりの団体です。小説はもちろん、ラノベや俳句まで部員の守備範囲はさまざまです。歴史が浅いぶん、読書にとどまらず、創作活動や病院とのコラボなどいろいろな企画にチャレンジしていきたいです。信濃町キャンパス母体ですが活動場所は不定なので医学部•看護医療学部以外の参加も大歓迎です！ 行きたい時だけゆるーく参加してもらえればと思っています。興味のある方はメールまたはTwitterにご連絡ください。本好きの方、一緒に語らいませんか？,30200.jpg,30201.jpg,30202.jpg,30203.jpg,30204.jpg,30205.jpg,30206.jpg,30207.jpg,,,,,
